story_id,images,text
234,"['https://static2.tinkoff.ru/portfolio/stories/images/254_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/254_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/254_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/254_cover.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/254_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/254_6.jpg']","Как заработать на вкладе больше, чем обычно Открыть вклад ФИНАНСЫ Если не выводить ежемесячные проценты на карту, то доходность увеличится. Еще больше! Открывайте вклад на длительный срок Выбирайте вклад с ограниченным пополнением Оставляйте проценты на вкладе Как заработать больше Ставка будет выше. Если деньги нужны быстрее, откройте вклады с разными сроками. Откройте вклад в разных валютах Чтобы компенсировать скачки валют, откройте мультивалютный вклад. Теперь вы знаете, как получить больше. Откройте выгодный вклад Доходность будет выше, но пополнить вклад можно только в течение 30 дней."
1477,"['https://static2.tinkoff.ru/portfolio/stories/images/kino160818-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino160818-1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino090818-2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/generation_kino1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino090818-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino160818-2.jpg']","85 мин. 117 мин. Яне Магнуссон Ол Паркер Слендермен 93 мин. Что смотреть в кино Смотреть 16+ 18+ Сильвен Уайт My Generation 114 мин. 12+ Бергман Мег: Монстр глубины Дэвид Бэтти Билеты Джон Тертлтауб Каннский байопик к 100-летию главной фигуры мирового кинематографа — Ингмара Бергмана. Документалистка Яне Магнуссон расскажет о жизни шведского гения, начиная с 1957 года, когда Бергман снимал ставшие классикой «Седьмую печать» и «Земляничную поляну». Документалка о бунтарском Лондоне 60-х с неожиданной оптикой: об эпохе группы The Beatles, актрисы Твигги и дизайнера Мэри Куант рассказывает их современник и важный участник той культурной революции — актер Майкл Кейн. Премьеры и просто хорошие фильмы, которые идут в кино на этой неделе Экспедиция океанографов на дно Марианской впадины подверглась нападению гигантской акулы, считавшейся вымершей. Спасать ученых отправляют дайвера Джонаса Тейлора. Очередная схватка Джейсона Стэйтема, теперь с доисторической акулой. 113 мин. Что смотреть в кино Mamma Mia! 2 Сиквел-приквел хита десятилетней давности. Роль главной героини Донны в ее бурном прошлом исполняет Лили Джеймс, а в ностальгирующем настоящем — все также Мэрил Стрип. Дочь Донны, Софи (Аманда Сайфред), теперь сама ждет ребенка. Первые отзывы обещают достойное продолжение мюзикла. Еще одна экранизация мифа о тонком человеке в похоронном костюме, преследующем детей. Персонаж современных городских легенд был создан участником конкурса Photoshop еще в 2009 году, поэтому в 2018-м картина Сильвена Уайта походит скорее на устаревший мем."
1546,"['https://static2.tinkoff.ru/portfolio/stories/images/Text_quest_04.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/Text_quest_01.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/Text_quest_02.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/Text_quest_03.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/Text_quest_05.jpg']","Ссылка на квест Эпичный квест Квест для настоящих геймеров Поход за голдой Этот олдскульный поход за голдой принесет вам настоящее золото. Пройдите квест и отыщите сокровище. Мы приготовили эпичный текстовый квест для тех, кто еще помнит, как весело «грабить корованы».  Каждому, кто найдет голду, начислим бонусы на карту All Games. Если карты пока нет, оформите ее после прохождения квеста. Среди всех игроков разыграем 10 призов по 1000 ₽, 5 призов по 3000 ₽ и суперприз — 100 000 ₽."
1570,"['https://static2.tinkoff.ru/portfolio/stories/images/1570/odiseya-kino300818-2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1570/holostyak-kino300818-3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1570/zahod_kino300818.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1570/gogol-kino300818-4.jpg']","149 мин. 2001 год: космическая одиссея Стэнли Кубрик 90 мин. Что смотреть в кино Егор Баранов 16+ 18+ Два одиноких социопата Фрэнк и Линдси случайно встречаются по дороге на ненавистную им свадьбу друзей. Незаметно пара сближается на фоне общей ненависти ко всему окружающему. Идти стоит ради неподдельной химии между Киану Ривзом и Вайноной Райдер. 105 мин. Последняя часть киносериала, совмещающего славянский фольклор и китчевый голливудский хоррор. Николай Васильевич Гоголь против Черного Всадника, жестоко убивающего девушек близ Диканьки. В роли следователя Гуро возвращается Олег Меньшиков. Монументальный сай-фай Стэнли Кубрика и просто главный фильм о космосе в честь своего 50-летия выходит в формате IMAX. Создание новой цифровой копии лично курировал другой большой любитель космоса — Кристофер Нолан. 12+ Билеты Премьеры и просто хорошие фильмы, которые идут в кино на этой неделе Что смотреть в кино Гоголь. Страшная месть Как женить холостяка Виктор Левин"
311,"['https://static2.tinkoff.ru/portfolio/stories/images/kak_nauchit_kopit_41.png', 'https://static2.tinkoff.ru/portfolio/stories/images/kak_nauchit_kopit_51.png', 'https://static2.tinkoff.ru/portfolio/stories/images/kak_nauchit_kopit_21.png', 'https://static2.tinkoff.ru/portfolio/stories/images/kak_nauchit_kopit_31.png', 'https://static2.tinkoff.ru/portfolio/stories/images/kak_nauchit_kopit_61.png', 'https://static2.tinkoff.ru/portfolio/stories/images/kak_nauchit_kopit_11.png']","Составьте список желаний Заведите дошкольникам копилку, а детям постарше предложите хранить деньги в двух конвертах. Частые необдуманные покупки провоцируют психологическое привыкание. Составьте план Ребенок научится обдумывать каждую покупку и не поддаваться сиюминутным желаниям. Заведите копилку Как научить ребенка копить Не покупайте сразу Шаблоны копилок и финплана Если ребенок будет записывать свои доходы и расходы, он поймет, сколько денег ему откладывать. Предложите накопить Пусть ребенок выберет из списка самую желанную вещь и попробует на нее накопить."
329,"['https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_5_android.png', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poesdki_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_3_android.png', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_4_android.png', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_2_android.png']","Чтобы он не посчитал вашу покупку в чужой стране подозрительной Операции за границей Укажите страну и даты поездки, нажмите «Добавить». Зайдите в раздел «Еще» и выберите «Операции за границей». Предупредить банк Теперь банк знает о вашей поездке. Нажмите «Добавить поездку». Как предупредить банк о поездке за границу"
1515,"['https://static2.tinkoff.ru/portfolio/stories/images/chd_answer.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_cookie_certificate.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_question.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_intro.png']",Павел В. читатель Тинькофф-журнала Подробный разбор Тинькофф-журнал отвечает на вопросы читателей юрист Тинькофф Банка  Екатерина Морозова Подарочная карта
1534,"['https://static2.tinkoff.ru/portfolio/stories/images/1534/chd_answer.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1534/chd_cookie_poruchitel.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1534/chd_intro.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1534/chd_question.png']",читатель Тинькофф-журнала Костя Тинькофф-журнал отвечает на вопросы читателей Просят стать поручителем экономист  Разобрались подробно Екатерина Мирошкина
1535,"['https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1525/gadget1_01.jpg']","Мощный планшет справится с любыми задачами: поможет найти информацию в интернете, сделать презентацию или смонтировать видео. Гаджеты для школьников Умные часы с GPS-модулем сообщают родителям о местонахождении ребенка и, в отличие от смартфона, не будут отвлекать его от учебы играми и соцсетями.  Купить Жизнь современного школьника нельзя представить без новых технологий. Собрали лучшие гаджеты, которые помогут в учебе Смарт-ручка автоматически оцифрует и сохранит в необходимом формате любые записи от руки. Незаменимая вещь для важных конспектов. Одна из лучших моделей электронных книг. Большой объем встроенной памяти способен хранить все произведения школьной программы по литературе и не только. Гаджеты для школы Планшет Huawei Смарт-часы EnBe Электронная книга PocketBook Внешний аккумулятор емкостью 10 000 мАч позволит подзарядить любые гаджеты и всегда оставаться на связи. Внешний аккумулятор Xiaomi Умная ручка Neo"
328,"['https://static2.tinkoff.ru/portfolio/stories/images/strana_poesdki_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_5_ios.png', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_2_ios.png', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_3_ios.png', 'https://static2.tinkoff.ru/portfolio/stories/images/strana_poezdki_4_ios.png']","Операции за границей Чтобы он не посчитал вашу покупку в чужой стране подозрительной Укажите страну и даты поездки, нажмите «Добавить». Зайдите в раздел «Еще» и выберите «Операции за границей». Предупредить банк Теперь банк знает о вашей поездке. Нажмите «Добавить поездку». Как предупредить банк о поездке за границу"
1479,"['https://static2.tinkoff.ru/portfolio/stories/images/kino160818-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino160818-1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino090818-2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino160818-1_02.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/generation_kino1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino090818-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kino160818-2.jpg']","85 мин. 117 мин. Яне Магнуссон Ол Паркер Слендермен 93 мин. Что смотреть в кино Смотреть 16+ 18+ Сильвен Уайт My Generation 114 мин. 12+ Бергман Мег: Монстр глубины Дэвид Бэтти Билеты Джон Тертлтауб Каннский байопик к 100-летию главной фигуры мирового кинематографа — Ингмара Бергмана. Документалистка Яне Магнуссон расскажет о жизни шведского гения, начиная с 1957 года, когда Бергман снимал ставшие классикой «Седьмую печать» и «Земляничную поляну». Документалка о бунтарском Лондоне 60-х с неожиданной оптикой: об эпохе группы The Beatles, актрисы Твигги и дизайнера Мэри Куант рассказывает их современник и важный участник той культурной революции — актер Майкл Кейн. Премьеры и просто хорошие фильмы, которые идут в кино на этой неделе Экспедиция океанографов на дно Марианской впадины подверглась нападению гигантской акулы, считавшейся вымершей. Спасать ученых отправляют дайвера Джонаса Тейлора. Очередная схватка Джейсона Стэйтема, теперь с доисторической акулой. 113 мин. Что смотреть в кино Mamma Mia! 2 Сиквел-приквел хита десятилетней давности. Роль главной героини Донны в ее бурном прошлом исполняет Лили Джеймс, а в ностальгирующем настоящем — все также Мэрил Стрип. Дочь Донны, Софи (Аманда Сайфред), теперь сама ждет ребенка. Первые отзывы обещают достойное продолжение мюзикла. Еще одна экранизация мифа о тонком человеке в похоронном костюме, преследующем детей. Персонаж современных городских легенд был создан участником конкурса Photoshop еще в 2009 году, поэтому в 2018-м картина Сильвена Уайта походит скорее на устаревший мем."
1489,"['https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-9.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/koridori1708-2.jpg']","Подворотня Пивная Следующая остановка — окопы. В июне 1941-го, когда началась война, Владимиру Высоцкому было всего три года, но тема войны преследовала его всю жизнь — в поэзии, фильмах и спектаклях. Внимание поэта привлекала прозаическая, далекая от парадной сторона фронтовой жизни — окопная правда.  Тюрьма Психбольница Коммуналка Вы попадете в мир оживших образов из произведений поэта в сопровождении его песен. Переходя из коридора в коридор, вы окажетесь то в столичной коммуналке, то в опасной московской подворотне, заглянете в окопы и наведаетесь в советскую пивную. Из окопа вы попадете в подворотню, где в послевоенные годы заправляла дворовая шпана. Владимиру Высоцкому легко удавалось казаться в этой среде своим, несмотря на то, что он рос в благополучной обстановке. Этот период жизни нашел отражение в песнях, посвященных дворовому детству.  Как это выглядит?  Билеты Выставка начинается с коммунальной квартиры. «Все жили вровень, скромно так, — система коридорная, — вспоминает Высоцкий в «Балладе о детстве». — На тридцать восемь комнаток — всего одна уборная». Эта песня основана на биографии поэта, о коммунальном быте Высоцкий знал не понаслышке.  Окоп Монологи завсегдатаев советских пивных — одна из важных тем творчества Высоцкого. Этим людям, наивным и часто вызывающим симпатию, присущи многие человеческие пороки «застойной» эпохи: зависть, невежество, бытовой антисемитизм, ксенофобия в сочетании с восхищением всем «заграничным».   Высоцкий никогда не был диссидентом — его не издавали в СССР из-за нестандартности. Отчаявшись добиться признания на официальном уровне, поэт находит утешение в алкоголе. В его песнях звучат мрачные мотивы: сожаление об ушедших годах и рассуждения о несовершенстве мира, который ему вскоре предстоит покинуть. До 23 сентября в Еврейском музее проходит выставка «Коридоры. Семь миров Высоцкого»  После окончания войны в СССР были амнистированы сотни тысяч заключенных. Увлекшись уголовной романтикой, в 1950-е годы Владимир Высоцкий создает цикл песен-стилизаций с классическими лейтмотивами лагерного творчества: восхищением криминальными «подвигами», надрывным фатализмом и жаждой свободы.  Семь миров Высоцкого В 70-е годы в песнях Высоцкого нередко звучит метафора психбольницы, где «все почти с ума свихнулись, даже кто безумен был» — это о всей стране, с ее парадоксами и противоречиями. В позднем творчестве мотив психушки связан с личным опытом: из-за проблем с алкоголем его часто помещали в больницу.  Мертвый дом"
1480,"['https://static2.tinkoff.ru/portfolio/stories/images/car-tech1708-1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/car-tech1708-5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/car-tech1708-2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/car-tech1708-3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/car-tech1708-6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/car-tech1708-4.jpg']","Навигатор Преобразователь напряжения Автомобильные гаджеты Купить Удобный органайзер размещается на спинке переднего сиденья и дает возможность держать под рукой все необходимое — от мобильного телефона до бутылки с водой.  Чтобы во время долгих поездок и многочасовых пробок чувствовать себя комфортно, обзаведитесь удобными гаджетами для вашей машины Автохолодильник Автомобиль может служить и мобильным офисом (конечно, если вы не за рулем). Преобразователь напряжения поможет зарядить ноутбук, фотокамеру и другие гаджеты.  Автомобильный телевизор Органайзер Автомобильный GPS-навигатор пригодится всем любителям приключений, а еще тем, кто часто выезжает за границу на своей машине.  Гаджеты для авто В небольшом холодильнике можно надолго сохранить продукты для пикника или просто остудить напитки. Маленький телевизор пригодится в долгом автопутешествии. В поездке он сможет развлечь детей мультфильмами, а на природе с его помощью можно посмотреть матч любимой команды или фильм."
1522,"['https://static2.tinkoff.ru/portfolio/stories/images/1521/wp8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp1_01.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1521/wp4.jpg']","Настраиваем освещение Оборудовать рабочее место Выбор места Добавляем аксессуары Помимо очевидных стола и стула, для рабочего места понадобятся элементы освещения, а также место для хранения — стеллаж или тумба с ящиками. Как оборудовать рабочее место Выбираем стол Чтобы делать домашние задания было удобно  Выбираем стул Для рабочего места понадобится регулируемая настольная лампа мощностью 60 Вт. Лучше всего использовать светодиодную лампу с матовым белым напылением, а от галогенных и люминесцентных стоит отказаться. Организуем хранение Чтобы правильно организовать хранение, воспользуйтесь правилом: чем чаще нужна вещь, тем ближе она должна находиться к сидящему за столом ребенку. Удобнее всего дополнить рабочий стол тумбой с ящиками и стеллажом для книг.  Верное решение — приобрести регулируемый по высоте стул. Главный критерий при настройке высоты: колени ребенка должны быть согнуты под углом 90°, а ступни полностью касаться пола.  Для детей младших классов можно использовать регулируемый стол-трансформер, высоту и наклон которого со временем можно будет менять. Старшеклассникам нужен стол побольше, чтобы разместить компьютер и принтер. Ребенку должно нравиться его рабочее место, поэтому необходимо добавить несколько аксессуаров, не связанных с учебой. Это может быть плакат любимой группы или игрушечные автомобили. Какая мебель необходима Советы по размещению письменного стола очень просты: он должен быть обращен левым торцом к окну, если ребенок правша, и правым, если левша. Другой вариант — поставить стол у окна, чтобы ребенок сидел напротив него."
1536,"['https://static2.tinkoff.ru/portfolio/stories/images/1536/ya2308-mus5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1536/ya2308-mus1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1536/ya2308-mus2_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1536/ya2308-mus4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1536/ya2308-mus6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1536/ya2308-mus3.jpg']","Песня All I Am  — это легкий трек о чувстве влюбленности. Композиция войдет во второй альбом певицы Always In Between.  Редакция «Яндекс.Музыки» рекомендует   Женский вокал Бишоп Бриггс  сингл Baby сингл Real Friends Бывшая участница Fifth Harmony и автор хита Havana, Камила Кабельо объединила усилия с рэпером Swae Lee из дуэта Rae Sremmurd — вместе они записали альтернативную версию трека Real Friends. LP сингл All I Am Ариана Гранде Слушать Ариана Гранде выпустила новый альбом под названием Sweetener. Кроме сольных треков певицы, на пластинку попали дуэты с Ники Минаж, Мисси Эллиотт и Фарреллом Уильямсом.  Лучшие музыкальные новинки с женским вокалом альбом Sweetener Певица представляет свою новую работу Girls Go Wild — поп-балладу с легким налетом сёрф-рока. Одновременно с новой песней вышел и клип. Его режиссером стал Даррен Крейг, ранее сотрудничавший с Рианной, Шакирой и Джастином Тимберлейком. сингл Girls Go Wild Джесс Глинн Камила Кабельо и Swae Lee  Британская певица Бишоп Бриггс, известная как автор хита River, представила новый сингл Baby. В композиции девушка рассказывает о своей личной жизни"
1572,"['https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog-5.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog-7.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog-6.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog-3.png', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog_8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog-11.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog-1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1572/nalog_2.jpg']","Соберите подтверждения, что вы лечились и платили: договоры, чеки и справки из клиники. Их нужно подать в налоговую вместе с заполненной декларацией 3-НДФЛ.  И когда ждать денег? Вычет оформляют в течение трех лет с момента лечения. В 2018 году можно получить вычет за лечение в 2017, 2016 и 2015 годах. Если вы лечитесь в частной клинике, вам положен налоговый вычет. Это деньги, которые государство возвращает из уплаченного вами же НДФЛ. Все, кто платит НДФЛ с зарплаты или доходов. Можно оформить вычет за лечение родителей, супруга или детей до 18 лет. Это зависит от того, сколько налогов вы платите и сколько потратили на лечение. Налоговая вычтет сумму лечения из вашего годового дохода и пересчитает НДФЛ, а разницу вернет. Что нужно для вычета? Кто может получить вычет? Куда нести документы? Когда декларацию одобрят, снова идите на сайт nalog.ru и через личный кабинет подайте заявление на возврат денег. Через месяц они вернутся на ваш счет. Как вернуть деньги Документы можно отнести в ближайшую налоговую, отправить по почте заказным письмом или загрузить на сайт nalog.ru.  И сколько денег вернут? Вернуть деньги за лечение Как вернуть деньги за лечение в платных клиниках"
1458,"['https://static2.tinkoff.ru/portfolio/stories/images/veter1508-7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/veter1508-3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/veter1508-6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/veter1508-5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/veter1508-4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/veter1508-1.jpg']","Для маркета организаторы выбрали более 100 брендов, продающих детские товары, игрушки, украшения, посуду и керамику, одежду, косметику, бакалею, книги, журналы и канцелярию, товары для дома и товары для животных. Что там будет?  На сценах выступят молодые московские группы: Porto Color, Андреграунд, Dezery, Palma Plaza, Special Guest, Young Adults и другие. Летний фестиваль Гостей фестиваля ждет большой маркет, фуд-корт, цветочный и блошиный рынки, корнер виниловых пластинок, выступления музыкантов, воркшопы, лекции и детские мастер-классы.   Чем запомнится?  Veter Summer Festival Во дворе Культурного центра можно будет найти лучшие стритфуд проекты города, например: вегетарианские «Вкус и цвет», Soul in the Bowl и The Hummus, смузи-бар Macadamia, полезные сладости Mon Bon и Injir, кофе от Даблби и многие другие. Что можно купить? Тема фестиваля в этом году — старый цирк. ЗИЛ превратится в настоящее цирковое пространство с акробатами, аттракционами, каруселью и стилизованными местами для отдыха.  18 и 19 августа в Москве на территории Культурного центра ЗИЛ пройдет летний фестиваль Veter Summer Fest Что будет на фудкорте? Подробнее Кто выступит?"
1537,"['https://static2.tinkoff.ru/portfolio/stories/images/aug-food4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/aug-food1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/aug-food2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/aug-food3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/aug-food6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/aug-food5.jpg']","С середины августа яблочную лавину не остановить — а ведь это только первые, летние яблоки (будут еще осенние и зимние). Самое время вспомнить рецепты бабушкиных шарлоток и пирогов и научиться запекать курицу или утку с яблоками.  Баклажаны — это «мясо» овощной кулинарии. В сочетании с чесноком, зирой, гранатом, имбирем и кунжутом их используют для готовки блюд Среднего Востока, Южной Азии и Индии (исторической родины баклажан).  Вместе с абрикосами уходит лето. Из них можно сделать курагу или варенье, чтобы запастись на зиму. А пока стоит есть абрикосы с сыром, добавлять их в острые чатни и соусы, печь пироги. И не забывайте, что у абрикоса съедобны даже косточки.  «Бычье сердце», «розовый гигант», «дамские пальчики», желтые, черри — можно брать все и готовить соусы, супы, салаты, блюда итальянской кухни и заготовки на зиму. Через несколько месяцев прилавки магазинов заполнят лишь подобия томатов с пластмассовым вкусом и запахом.   Яблоки Баклажаны Абрикосы 5 сезонных продуктов Август и начало сентября — настоящий праздник продуктового изобилия  Помидоры В августе найти хорошую кукурузу очень просто. Варить лучше всего в кипящей и не соленой воде, а есть с пряным зеленым маслом. Хорошая идея — приготовить кукурузу на гриле или шампуре, с другими овощами или мясом, добавить в мясное рагу или обжарить в воке с курицей и имбирем. Кукуруза"
312,"['https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/kak-perevesti-zp-na-tinkoff4.jpg']","Нет Скачать шаблон заявления Тогда можно переводить деньги с зарплатной карты прямо в мобильном приложении без комиссии Тинькофф Банка: выберите карту и нажмите «Пополнить». Зачем вообще переводить зарплату на Tinkoff Black? Как получать зарплату на свою Tinkoff Black Если вы работаете в маленькой компании, где бухгалтер один за всех, то он может отказать из-за дополнительной нагрузки. Попробуйте договориться.  Как договориться  Да, с 2015 года. В статье 136 ТК РФ так и говорится, что вы можете выбрать банк, куда приходит зарплата. Для этого напишите заявление. Лучше сильно заранее до зарплаты. Да Знали, что можно так делать? Что дальше? А что, так можно было? С ней удобнее пользоваться деньгами: легко переводить и снимать, следить на какие категории сколько тратите, получать за каждую покупку кэшбэк в рублях. Хочу. Что делать? Когда вы получали Tinkoff Black, в конверте с документами было заявление о перечислении зарплаты на вашу карту. Заполните его.  Не беда, если не договорились А если не принимают заявление? Отнесите заявление в бухгалтерию. Там знают, что так можно, и скорее всего примут заявление. Сделайте это минимум за 5 рабочих дней до зарплаты, чтобы получить ее на свою Tinkoff Black. Перевести зарплату на Tinkoff Black"
